protein_id,chain,sequence_length
3v93_A,A,329
3v93_B,B,333
3v93_C,C,333
3v93_D,D,324
3v93_E,E,329
3v93_F,F,334
3v93_G,G,334
3v93_H,H,328
3v9c_A,A,499
3v9e_A,A,539
3v9j_A,A,544
3v9j_B,B,546
3v9k_A,A,534
3v9k_B,B,546
3v9l_A,A,534
3v9l_B,B,546
3va8_A,A,427
3vb5_A,A,301
3vb5_B,B,306
3vb7_A,A,301
3vb7_B,B,306
3vc3_A,A,322
3vc3_B,B,322
3vc3_C,C,322
3vc3_D,D,323
3vc3_E,E,322
3vc3_F,F,323
3vc5_A,A,419
3vc6_A,A,420
3vca_A,A,397
3vcc_A,A,386
3vcc_B,B,385
3vcn_A,A,403
3vcn_C,C,403
3vcy_A,A,419
3vcy_B,B,419
3vcy_C,C,419
3vcy_D,D,419
3vdf_A,A,335
3vdg_A,A,424
3vdh_A,A,333
3vdh_B,B,334
3vdi_A,A,356
3vdm_A,A,479
3vdm_B,B,478
3veh_A,A,435
3veh_B,B,451
3veh_C,C,435
3veh_D,D,439
3ven_A,A,571
3veu_A,A,380
3vev_A,A,450
3vex_A,A,566
3vf3_A,A,375
3vf6_A,A,451
3vfc_A,A,417
3vfl_A,A,308
3vfl_B,B,306
3vg1_A,A,376
3vgl_A,A,312
3vgm_A,A,312
3vgz_A,A,318
3vgz_B,B,318
3vgz_C,C,320
3vgz_D,D,318
3vh3_A,A,320
3vhe_A,A,303
3vi1_A,A,466
3vi1_B,B,470
3vif_A,A,473
3vig_A,A,472
3vih_A,A,473
3vii_A,A,472
3vij_A,A,472
3vik_A,A,472
3vil_A,A,472
3vim_A,A,472
3vin_A,A,472
3vio_A,A,472
3vip_A,A,472
3vj8_A,A,335
3vj9_A,A,335
3vja_A,A,335
3vja_B,B,334
3vjc_A,A,334
3vjc_B,B,333
3vjc_C,C,332
3vjc_D,D,333
3vjc_E,E,333
3vjc_F,F,332
3vkj_A,A,363
3vkj_B,B,363
3vkj_C,C,363
3vkj_D,D,363
3vkk_A,A,466
3vkp_A,A,538
3vkq_A,A,538
3vkr_A,A,538
3vks_A,A,538
3vkt_A,A,538
3vkw_A,A,440
3vkz_A,A,364
3vl1_A,A,416
3vl1_B,B,416
3vl3_A,A,364
3vl4_A,A,364
3vla_A,A,412
3vlh_A,A,710
3vlh_B,B,714
3vli_A,A,711
3vli_B,B,714
3vlj_A,A,706
3vlj_B,B,705
3vlk_A,A,714
3vlk_B,B,714
3vll_A,A,703
3vll_B,B,710
3vlu_A,A,490
3vlv_A,A,490
3vlw_A,A,489
3vlw_B,B,489
3vlx_A,A,538
3vly_A,A,538
3vm0_A,A,538
3vm1_A,A,538
3vm4_A,A,407
3vmg_A,A,389
3vmg_B,B,389
3vmg_C,C,389
3vmh_A,A,389
3vmh_B,B,389
3vmh_C,C,390
3vmi_A,A,389
3vmi_B,B,388
3vmi_C,C,389
3vmj_A,A,364
3vmk_A,A,369
3vmk_B,B,368
3vml_A,A,363
3vmn_A,A,633
3vmo_A,A,628
3vmp_A,A,632
3vmv_A,A,324
3vmw_A,A,324
3vnr_A,A,493
3vnt_A,A,301
3vny_A,A,466
3vnz_A,A,466
3vo0_A,A,466
3vo3_A,A,303
3voa_A,A,307
3voc_A,A,416
3vof_A,A,372
3vog_A,A,362
3voi_A,A,360
3vot_A,A,411
3vot_B,B,394
3vpg_A,A,310
3vpg_B,B,310
3vpg_C,C,310
3vpg_D,D,310
3vph_A,A,310
3vph_B,B,310
3vph_C,C,310
3vph_D,D,310
3vpl_A,A,324
3vps_A,A,303
3vps_B,B,301
3vpz_A,A,322
3vqh_A,A,344
3vqs_A,A,553
3vqs_B,B,557
3vqs_C,C,556
3vqs_D,D,553
3vqt_A,A,495
3vqt_B,B,490
3vqt_C,C,491
3vqt_D,D,494
3vrd_B,B,398
3vs8_A,A,404
3vs8_B,B,399
3vs8_C,C,402
3vs8_D,D,401
3vs8_E,E,401
3vs8_F,F,404
3vs8_G,G,398
3vs8_H,H,384
3vs9_A,A,401
3vs9_B,B,397
3vs9_C,C,396
3vs9_D,D,401
3vs9_E,E,400
3vs9_F,F,401
3vs9_G,G,397
3vs9_H,H,383
3vsm_A,A,633
3vsn_A,A,632
3vsr_A,A,493
3vss_A,A,494
3vst_A,A,638
3vst_B,B,638
3vst_C,C,638
3vst_D,D,638
3vsv_A,A,638
3vsv_B,B,638
3vsv_C,C,638
3vsv_D,D,638
3vtf_A,A,432
3vth_A,A,753
3vth_B,B,630
3vup_A,A,351
3vup_B,B,351
3vv2_A,A,320
3vv3_A,A,329
3vv3_B,B,329
3vvg_A,A,377
3vvg_B,B,377
3vvg_C,C,377
3vvl_A,A,368
3vvl_B,B,369
3vvm_A,A,368
3vvm_B,B,369
3vwl_A,A,384
3vwm_A,A,384
3vwn_X,X,384
3vwp_A,A,384
3vwq_A,A,384
3vwr_A,A,384
3vx0_A,A,475
3vxb_A,A,399
3vxc_A,A,398
3vxc_B,B,398
3vxd_A,A,358
3vxd_B,B,354
3vxd_C,C,359
3vxd_D,D,353
3vxi_A,A,438
3vxj_A,A,438
3vz3_A,A,453
3vz3_B,B,453
3vzb_A,A,360
3vzb_B,B,339
3vzb_C,C,344
3w08_A,A,351
3w08_B,B,351
3w09_A,A,388
3w0k_A,A,330
3w0k_B,B,325
3w15_A,A,336
3w15_C,C,389
3w1a_A,A,313
3w1a_B,B,313
3w1e_A,A,346
3w1l_A,A,313
3w1l_B,B,313
3w1m_A,A,313
3w1m_B,B,313
3w1p_A,A,313
3w1p_B,B,313
3w1q_A,A,313
3w1q_B,B,313
3w1r_A,A,313
3w1r_B,B,313
3w1t_A,A,313
3w1t_B,B,313
3w1u_A,A,313
3w1u_B,B,313
3w1x_A,A,313
3w1x_B,B,313
3w22_A,A,313
3w22_B,B,313
3w23_A,A,313
3w23_B,B,313
3w24_A,A,324
3w25_A,A,324
3w26_A,A,324
3w27_A,A,324
3w28_A,A,324
3w29_A,A,324
3w2j_A,A,313
3w2j_B,B,313
3w2k_A,A,313
3w2k_B,B,313
3w2l_A,A,313
3w2l_B,B,313
3w2m_A,A,313
3w2m_B,B,313
3w2n_A,A,313
3w2n_B,B,313
3w2s_A,A,307
3w32_A,A,317
3w36_A,A,470
3w36_B,B,471
3w3d_A,A,373
3w3o_A,A,313
3w3o_B,B,313
3w4r_A,A,383
3w5f_A,A,701
3w5f_B,B,701
3w5s_A,A,350
3w5s_B,B,350
3w6l_A,A,377
3w6l_B,B,377
3w6l_C,C,377
3w6m_A,A,377
3w6m_B,B,377
3w6m_C,C,377
3w6n_A,A,337
3w6n_B,B,342
3w6o_A,A,337
3w6o_B,B,341
3w6p_A,A,333
3w6p_B,B,342
3w6w_A,A,583
3w6w_B,B,555
3w71_A,A,313
3w71_B,B,313
3w72_A,A,313
3w72_B,B,313
3w73_A,A,313
3w73_B,B,313
3w74_A,A,313
3w74_B,B,313
3w75_A,A,313
3w75_B,B,313
3w76_A,A,313
3w76_B,B,313
3w7c_A,A,313
3w7c_B,B,313
3w7d_A,A,313
3w7d_B,B,313
3w7e_A,A,313
3w7e_B,B,313
3w7g_A,A,313
3w7g_B,B,313
3w7h_A,A,313
3w7h_B,B,313
3w7i_A,A,313
3w7i_B,B,313
3w7j_A,A,313
3w7j_B,B,313
3w7k_A,A,313
3w7k_B,B,313
3w7l_A,A,313
3w7l_B,B,313
3w7o_A,A,313
3w7o_B,B,313
3w7p_A,A,313
3w7p_B,B,313
3w7q_A,A,313
3w7q_B,B,313
3w7r_A,A,367
3w7s_A,A,760
3w7s_B,B,760
3w7t_A,A,760
3w7t_B,B,760
3w7u_A,A,760
3w7u_B,B,760
3w7w_A,A,759
3w7w_B,B,760
3w84_A,A,313
3w84_B,B,313
3w85_A,A,313
3w85_B,B,313
3w86_A,A,313
3w86_B,B,313
3w87_A,A,314
3w87_B,B,314
3w88_A,A,314
3w88_B,B,314
3w8k_A,A,346
3w8w_A,A,460
3w8w_B,B,461
3w8x_A,A,461
3w8x_B,B,461
3w8z_A,A,460
3w8z_B,B,461
3w9v_A,A,376
3w9v_B,B,376
3w9w_A,A,376
3w9w_B,B,376
3wa1_A,A,389
3wa2_X,X,620
3wa3_A,A,620
3wa3_B,B,620
3wa5_A,A,396
3wa6_A,A,466
3wa7_A,A,461
3wad_A,A,398
3wad_B,B,401
3wae_A,A,309
3wae_B,B,308
3waf_A,A,309
3waf_B,B,309
3wai_A,A,711
3war_A,A,334
3was_A,A,389
3was_B,B,389
3wat_A,A,389
3wat_B,B,389
3wau_A,A,387
3wau_B,B,380
3wba_A,A,478
3wbe_A,A,478
3wc3_A,A,435
3wc4_A,A,446
3wc5_A,A,304
3wc6_A,A,304
3wc7_A,A,304
3wcz_A,A,307
3wd0_A,A,498
3wd4_A,A,497
3wdh_A,A,698
3wdp_P,P,472
3wdp_Q,Q,472
3wdp_R,R,472
3wdp_S,S,472
3wdq_A,A,329
3wdr_A,A,329
3we0_A,A,540
3we0_B,B,540
3weg_A,A,334
3weh_A,A,332
3wei_A,A,334
3wej_A,A,335
3wek_A,A,335
3weu_A,A,682
3weu_B,B,682
3wev_A,A,679
3wev_B,B,680
3wf1_A,A,605
3wf1_B,B,605
3wf1_C,C,603
3wf1_D,D,603
3wfa_A,A,702
3wfa_B,B,701
3wfi_A,A,311
3wfi_B,B,312
3wfl_A,A,341
3wg7_A,A,513
3wg7_N,N,513
3wgq_A,A,323
3wgq_B,B,324
3wgt_A,A,341
3wgt_B,B,339
3wgy_A,A,323
3wgy_B,B,324
3wh5_A,A,440
3wh6_A,A,443
3wh7_A,A,443
3wh8_A,A,437
3wh9_A,A,345
3wh9_B,B,345
3whq_A,A,360
3whr_A,A,359
3whs_A,A,359
3wi9_A,A,303
3wij_A,A,340
3wik_A,A,334
3wiu_A,A,395
3wiu_B,B,387
3wiu_C,C,394
3wiv_A,A,391
3wiv_B,B,389
3wiv_C,C,397
3wiw_A,A,371
3wj1_A,A,304
3wj2_B,B,300
3wj2_C,C,300
3wj2_D,D,300
3wjp_A,A,335
3wjq_A,A,335
3wjr_A,A,336
3wkf_A,A,407
3wkg_A,A,410
3wkh_A,A,410
3wkx_A,A,657
3wky_A,A,655
3wky_B,B,655
3wl1_A,A,383
3wl5_A,A,337
3wl6_A,A,333
3wl6_B,B,321
3wl7_A,A,335
3wl8_A,A,336
3wla_A,A,329
3wla_B,B,329
3wla_C,C,329
3wlh_A,A,602
3wli_A,A,606
3wlj_A,A,602
3wlk_X,X,602
3wll_A,A,602
3wlm_A,A,602
3wln_A,A,602
3wlo_A,A,606
3wlp_A,A,602
3wlq_A,A,607
3wlv_A,A,303
3wlv_B,B,303
3wlv_C,C,303
3wlv_D,D,303
3wml_A,A,328
3wmt_A,A,503
3wmt_B,B,498
3wmy_A,A,302
3wmz_A,A,302
3wn0_A,A,302
3wn1_A,A,302
3wnb_A,A,356
3wnc_A,A,356
3wnd_A,A,361
3wno_A,A,700
3wno_B,B,699
3wnv_A,A,328
3wnv_B,B,328
3wnz_A,A,465
3wo0_A,A,465
3woa_A,A,413
3wok_A,A,683
3wok_B,B,683
3wol_A,A,696
3wol_B,B,696
3wom_A,A,697
3wom_B,B,697
3won_A,A,697
3won_B,B,697
3woo_A,A,697
3woo_B,B,697
3wop_A,A,697
3wop_B,B,697
3woq_A,A,697
3woq_B,B,697
3wp8_A,A,317
3wpa_A,A,346
3wpu_A,A,538
3wpu_B,B,538
3wpv_A,A,538
3wpv_B,B,538
3wpv_C,C,538
3wpy_A,A,538
3wpy_B,B,538
3wpy_C,C,538
3wq4_A,A,475
3wq4_B,B,474
3wq5_A,A,475
3wq5_B,B,474
3wq6_A,A,475
3wq6_B,B,474
3wqb_A,A,597
3wqc_A,A,379
3wqc_B,B,389
3wqd_A,A,379
3wqd_B,B,389
3wqe_A,A,379
3wqe_B,B,389
3wqg_A,A,379
3wqg_B,B,389
3wqr_A,A,410
3wqr_B,B,410
3wqw_A,A,383
3wrh_A,A,405
3wrh_E,E,405
3wrj_A,A,405
3wrj_E,E,405
3wrl_A,A,405
3wrl_E,E,405
3wrm_A,A,405
3wrm_F,F,405
3wrz_A,A,357
3wrz_B,B,357
3wrz_C,C,356
3ws0_A,A,357
3ws0_B,B,357
3ws0_C,C,357
3ws1_A,A,360
3ws1_B,B,360
3ws1_C,C,360
3ws4_A,A,357
3ws4_B,B,359
3ws4_C,C,358
3wsp_A,A,453
3wsp_B,B,453
3wsu_A,A,300
3wt0_A,A,376
3wt0_B,B,376
3wt0_C,C,374
3wt0_D,D,378
3wu2_A,A,334
3wu2_B,B,504
3wu2_C,C,451
3wu2_a,a,334
3wu2_b,b,501
3wu2_c,c,455
3wug_A,A,312
3wux_A,A,376
3wvq_A,A,429
3wvq_B,B,418
3wvq_C,C,423
3wvq_D,D,429
3wvs_A,A,393
3wwc_A,A,335
3wwd_A,A,335
3wwh_A,A,329
3wwx_A,A,340
3wx7_A,A,402
3wx7_B,B,402
3wx9_A,A,404
3wx9_C,C,404
3wxl_A,A,513
3wxl_B,B,513
3wxl_C,C,513
3wxl_D,D,513
3wxy_A,A,376
3wxy_B,B,376
3wy2_A,A,535
3wy2_B,B,535
3wym_A,A,315
3wym_B,B,315
3wz6_A,A,330
3wz7_A,A,330
3wz8_A,A,330
3wzv_A,A,364
3wzw_A,A,364
3wzx_A,A,364
3wzy_A,A,364
3x0u_A,A,425
3x0u_B,B,421
3x0v_A,A,509
3x0v_B,B,509
3x1b_A,A,500
3x1b_B,B,500
3x2q_A,A,513
3x2q_N,N,513
3x2v_A,A,331
3x2w_A,A,336
3x3m_A,A,397
3x3n_A,A,374
3x3x_A,A,619
3x3x_B,B,619
3x3y_A,A,619
3x3y_B,B,619
3x3z_A,A,619
3x3z_B,B,619
3x40_A,A,619
3x40_B,B,619
3x41_A,A,619
3x41_B,B,619
3x42_A,A,620
3x42_B,B,620
3x44_A,A,321
3x44_B,B,316
3xis_A,A,386
3zbg_A,A,430
3zbg_B,B,430
3zbk_A,A,430
3zbk_B,B,430
3zbl_A,A,429
3zbl_B,B,429
3zbm_A,A,455
3zbp_A,A,301
3zbq_A,A,315
3zby_A,A,402
3zby_B,B,404
3zby_C,C,402
3zby_D,D,402
3zby_E,E,402
3zby_F,F,402
3zcn_A,A,369
3zcn_B,B,369
3zcw_A,A,321
3zds_A,A,425
3zds_B,B,426
3zds_C,C,426
3zds_D,D,426
3zds_E,E,426
3zds_F,F,426
3zds_G,G,425
3zds_H,H,426
3zds_I,I,426
3zds_J,J,426
3zds_K,K,426
3zds_L,L,426
3zei_A,A,300
3zeu_B,B,337
3zeu_E,E,337
3zfc_A,A,337
3zfd_A,A,340
3zg7_B,B,441
3zg9_B,B,456
3zgj_A,A,327
3zgj_B,B,343
3zgl_A,A,309
3zgl_B,B,309
3zgn_A,A,309
3zgn_B,B,309
3zgo_A,A,318
3zgo_B,B,318
3zgo_C,C,303
3zh4_A,A,411
3zhx_A,A,372
3zhx_B,B,379
3zi0_A,A,357
3zi0_B,B,373
3zi6_A,A,316
3zid_A,A,360
3zid_B,B,342
3zin_A,A,426
3ziy_A,A,457
3ziz_A,A,345
3zj5_A,A,680
3zj5_B,B,677
3zj5_C,C,679
3zj5_D,D,678
3zjd_A,A,325
3zjd_B,B,321
3zje_A,A,328
3zje_B,B,323
3zjg_A,A,326
3zjg_B,B,327
3zk4_A,A,569
3zk4_B,B,571
3zk4_C,C,568
3zk5_A,A,397
3zk5_B,B,394
3zkg_A,A,364
3zkg_B,B,359
3zkm_A,A,375
3zkm_B,B,375
3zkn_A,A,375
3zkn_B,B,375
3zkp_A,A,391
3zkq_A,A,376
3zku_A,A,325
3zky_A,A,329
3zl8_A,A,427
3zlb_A,A,398
3zli_A,A,443
3zli_B,B,439
3zm6_A,A,454
3zm9_A,A,354
3zm9_B,B,346
3zmg_A,A,385
3zmr_A,A,469
3zmr_B,B,462
3znn_A,A,340
3znn_B,B,340
3zo1_A,A,339
3zo2_A,A,340
3zo4_A,A,335
3zo9_A,A,549
3zo9_B,B,571
3zoa_A,A,548
3zoa_B,B,571
3zoi_A,A,329
3zos_A,A,301
3zos_B,B,303
3zoz_A,A,405
3zpg_A,A,354
3zpi_A,A,396
3zpi_B,B,396
3zpo_A,A,443
3zpo_B,B,438
3zpx_A,A,383
3zpx_B,B,383
3zq5_A,A,517
3zq9_A,A,512
3zrp_A,A,377
3zrp_B,B,377
3zrq_A,A,382
3zrq_B,B,382
3zrr_A,A,379
3zrr_B,B,379
3zs5_A,A,340
3zsc_A,A,329
3zsg_A,A,337
3zsn_A,A,393
3zsn_B,B,393
3zsn_C,C,393
3zss_A,A,649
3zss_B,B,649
3zss_C,C,649
3zss_D,D,649
3ztv_A,A,565
3zu3_A,A,405
3zu5_A,A,404
3zu7_A,A,344
3zuz_A,A,315
3zvh_A,A,414
3zvh_B,B,414
3zvi_A,A,415
3zvi_B,B,415
3zvl_A,A,379
3zvm_A,A,380
3zvm_B,B,379
3zvw_A,A,466
3zvw_B,B,466
3zvw_C,C,466
3zvw_D,D,466
3zwq_A,A,313
3zwq_B,B,305
3zws_A,A,354
3zwt_A,A,353
3zwu_A,A,580
3zwu_B,B,580
3zx1_A,A,471
3zx2_A,A,396
3zx2_B,B,399
3zx2_C,C,393
3zx2_D,D,396
3zx3_A,A,399
3zx3_B,B,400
3zx3_C,C,393
3zx3_D,D,397
3zxj_A,A,524
3zxj_B,B,521
3zxk_A,A,531
3zxk_B,B,529
3zxl_A,A,530
3zxl_B,B,533
3zy2_A,A,342
3zy3_A,A,352
3zy3_B,B,347
3zy4_A,A,348
3zy5_A,A,356
3zy6_A,A,350
3zya_A,A,346
3zzk_A,A,396
4a03_A,A,378
4a03_B,B,378
4a05_A,A,360
4a0d_A,A,507
4a0p_A,A,609
4a0s_A,A,445
4a0s_B,B,445
4a0s_C,C,444
4a0s_D,D,444
4a22_A,A,329
4a22_B,B,329
4a22_C,C,329
4a22_D,D,329
4a2a_A,A,372
4a2a_B,B,377
4a2b_A,A,386
4a2c_A,A,346
4a2c_B,B,346
4a2e_A,A,496
4a2g_A,A,496
4a30_A,A,411
4a35_A,A,441
4a37_A,A,375
4a37_B,B,376
4a38_A,A,375
4a38_B,B,375
4a39_A,A,375
4a39_B,B,375
4a3h_A,A,300
4a3u_A,A,355
4a3u_B,B,355
4a57_A,A,594
4a57_B,B,594
4a57_C,C,591
4a57_D,D,595
4a5l_A,A,313
4a5l_B,B,312
4a5s_A,A,728
4a5s_B,B,734
4a61_A,A,309
4a65_A,A,311
4a65_B,B,313
4a66_A,A,501
4a68_A,A,502
4a6r_A,A,423
4a6r_B,B,422
4a6t_A,A,454
4a6t_B,B,454
4a6t_C,C,455
4a6t_D,D,454
4a6u_A,A,389
4a6u_B,B,389
4a79_A,A,499
4a79_B,B,494
4a7a_A,A,499
4a7a_B,B,494
4a7j_A,A,303
4a8i_A,A,386
4a8l_A,A,386
4a8n_A,A,386
4a8p_A,A,339
4a8p_B,B,338
4a8p_C,C,339
4a8p_D,D,334
4a8p_E,E,333
4a8p_F,F,323
4a8r_A,A,386
4a8t_A,A,317
4a94_A,A,302
4a94_B,B,302
4a95_A,A,384
4a95_B,B,384
4a95_C,C,366
4a9v_A,A,581
4a9x_A,A,581
4aa0_A,A,329
4aa1_A,A,598
4aa2_A,A,598
4aa8_A,A,323
4aa9_A,A,313
4aal_A,A,320
4aal_B,B,319
4aan_A,A,323
4ab4_A,A,349
4ab4_B,B,349
4ac7_C,C,569
4acf_A,A,475
4acf_B,B,475
4acf_C,C,475
4acf_D,D,475
4acf_E,E,475
4acf_F,F,475
4acu_A,A,372
4acx_A,A,370
4acy_A,A,335
4acy_B,B,335
4acz_A,A,341
4acz_B,B,339
4ad1_A,A,349
4ad3_A,A,345
4ad3_B,B,346
4ad3_C,C,344
4ad3_D,D,342
4ad4_A,A,349
4ad5_A,A,348
4adi_A,A,426
4adi_B,B,425
4adi_C,C,429
4adj_A,A,431
4adj_B,B,431
4adj_C,C,432
4adm_A,A,450
4adm_B,B,449
4adm_C,C,456
4adm_D,D,451
4adp_A,A,564
4ae0_A,A,499
4aeo_A,A,349
4aeo_B,B,349
4aep_A,A,563
4af1_A,A,410
4af8_A,A,333
4afj_A,A,343
4afj_B,B,346
4afk_A,A,430
4afr_A,A,330
4afv_A,A,317
4agc_A,A,305
4agt_A,A,314
4agt_B,B,314
4ah3_A,A,455
4ah3_B,B,455
4ah3_C,C,455
4ah3_D,D,454
4ah4_A,A,313
4ah4_B,B,313
4ai7_A,A,439
4air_A,A,304
4air_B,B,304
4ais_A,A,637
4ais_B,B,641
4aj1_A,A,328
4aj1_B,B,330
4aj1_C,C,330
4aj1_D,D,330
4aj2_A,A,327
4aj2_B,B,329
4aj2_C,C,329
4aj2_D,D,329
4aj3_A,A,416
4aj4_A,A,331
4aj4_B,B,330
4aj4_C,C,330
4aj4_D,D,330
4aj9_A,A,677
4aj9_B,B,679
4aj9_C,C,682
4aj9_D,D,678
4aja_A,A,415
4ajb_A,A,415
4ajf_A,A,328
4ajf_D,D,324
4ajh_A,A,328
4ajh_B,B,331
4ajh_C,C,331
4ajh_D,D,330
4aji_A,A,327
4aji_B,B,330
4aji_C,C,331
4aji_D,D,330
4ajj_A,A,330
4ajj_B,B,330
4ajj_C,C,331
4ajj_D,D,331
4ajl_A,A,328
4ajl_B,B,328
4ajl_C,C,329
4ajl_D,D,331
4ajo_A,A,330
4ajo_B,B,329
4ajo_C,C,331
4ajo_D,D,330
4ajs_A,A,415
4ak1_A,A,600
4ak5_A,A,370
4ak5_B,B,369
4ak6_A,A,368
4ak6_B,B,362
4ak7_A,A,369
4ak7_B,B,373
4ak9_A,A,302
4ako_A,A,506
4akp_A,A,504
4al4_A,A,330
4al4_B,B,330
4al4_C,C,331
4al4_D,D,331
4alf_A,A,581
4alf_B,B,581
4am1_A,A,345
4am8_A,A,336
4am8_B,B,336
4am8_C,C,332
4am8_D,D,349
4am8_E,E,331
4am8_F,F,331
4amf_A,A,581
4amf_B,B,581
4amm_A,A,384
4amn_A,A,384
4amo_A,A,371
4amp_A,A,372
4amy_A,A,710
4amz_A,A,710
4an1_A,A,710
4anm_A,A,328
4ao4_A,A,432
4ao4_B,B,429
4ao4_C,C,430
4ao9_A,A,433
4ao9_B,B,433
4aop_A,A,453
4aov_A,A,402
4apb_A,A,460
4apb_B,B,460
4apb_C,C,460
4apb_D,D,462
4aph_A,A,582
4apy_A,A,414
4aq2_A,A,425
4aq2_B,B,426
4aq2_C,C,420
4aq2_D,D,421
4aq2_E,E,419
4aq2_F,F,419
4aq2_G,G,419
4aq2_H,H,421
4aq2_I,I,420
4aq2_J,J,420
4aq2_K,K,426
4aq2_L,L,419
4aq4_A,A,418
4aq6_A,A,425
4aq6_B,B,425
4aq6_C,C,425
4aq6_D,D,427
4aq6_E,E,426
4aq6_F,F,425
4aq6_G,G,425
4aq6_H,H,425
4aq6_I,I,426
4aq6_J,J,425
4aq6_K,K,426
4aq6_L,L,425
4aql_A,A,442
4aqn_A,A,340
4aqn_B,B,338
4ar9_A,A,392
4ar9_B,B,392
4arf_A,A,380
4arl_A,A,342
4arl_B,B,347
4aro_A,A,401
4ars_A,A,407
4aru_A,A,405
4arv_A,A,409
4arv_B,B,409
4asc_A,A,307
4ase_A,A,307
4ask_A,A,428
4ask_B,B,423
4asm_B,B,357
4asq_A,A,598
4asr_A,A,598
4at0_A,A,483
4at2_A,A,483
4at7_A,A,334
4at7_B,B,324
4atn_A,A,356
4aty_A,A,309
4au0_A,A,363
4au0_B,B,363
4auc_A,A,323
4auk_A,A,355
4auk_B,B,353
4aul_A,A,674
4aul_B,B,674
4aul_C,C,673
4aul_D,D,671
4aum_A,A,673
4aum_B,B,673
4aum_C,C,671
4aum_D,D,671
4aun_A,A,671
4aun_B,B,673
4aun_C,C,673
4aun_D,D,674
4aun_E,E,668
4aun_F,F,668
4aun_G,G,673
4aun_H,H,670
4ava_A,A,327
4avb_A,A,324
4avb_B,B,324
4avn_A,A,420
4avo_A,A,420
4avz_A,A,598
4aw2_A,A,398
4aw4_A,A,301
4aw4_B,B,307
4aw4_C,C,307
4aw7_A,A,565
4awe_A,A,381
4awi_A,A,352
4awu_A,A,364
4ax3_A,A,456
4ax3_B,B,455
4ax3_C,C,455
4ax3_D,D,457
4ax4_A,A,700
4ax7_A,A,363
4ax7_B,B,360
4ax7_C,C,363
4ax7_D,D,360
4axa_A,A,335
4axn_A,A,316
4axn_B,B,316
4axx_A,A,407
4ay1_A,A,364
4ay1_B,B,364
4ay1_C,C,364
4ay1_D,D,364
4ay1_E,E,364
4ay1_F,F,364
4ay1_G,G,364
4ay1_H,H,364
4ay1_I,I,364
4ay1_J,J,364
4ay1_K,K,364
4ay1_L,L,364
4ay7_A,A,336
4ay7_B,B,336
4ayo_A,A,434
4ayp_A,A,434
4ayq_A,A,434
4ayr_A,A,432
4az5_A,A,434
4az6_A,A,435
4az7_A,A,433
4azi_A,A,410
4azi_B,B,408
4azj_A,A,360
4azj_B,B,358
4azk_A,A,360
4azk_B,B,358
4azy_A,A,375
4b00_A,A,375
4b05_A,A,371
4b0q_A,A,369
4b10_A,A,385
4b10_B,B,385
4b10_C,C,374
4b11_A,A,385
4b11_B,B,385
4b11_C,C,374
4b12_A,A,385
4b12_B,B,385
4b12_C,C,368
4b13_A,A,385
4b13_B,B,385
4b13_C,C,368
4b14_A,A,385
4b14_B,B,385
4b14_C,C,367
4b1c_A,A,375
4b1d_A,A,376
4b1e_A,A,375
4b1g_A,A,489
4b1h_A,A,506
4b1u_B,B,349
4b1v_A,A,352
4b1v_B,B,359
4b1w_B,B,361
4b1x_B,B,357
4b1y_B,B,364
4b2n_A,A,648
4b2n_B,B,648
4b2x_B,B,302
4b2y_A,A,675
4b2y_B,B,674
4b2y_C,C,672
4b2y_D,D,672
4b2z_A,A,399
4b2z_B,B,400
4b3v_A,A,431
4b3v_B,B,432
4b3v_C,C,432
4b3x_A,A,363
4b40_A,A,674
4b40_B,B,673
4b40_C,C,672
4b40_D,D,672
4b43_A,A,346
4b46_A,A,330
4b4h_A,A,413
4b4h_B,B,413
4b52_A,A,304
4b52_B,B,304
4b5k_A,A,674
4b5k_B,B,673
4b5k_C,C,672
4b5k_D,D,671
4b5n_A,A,354
4b60_A,A,300
4b63_A,A,451
4b6z_A,A,380
4b6z_B,B,382
4b6z_C,C,376
4b6z_D,D,380
4b70_A,A,372
4b72_A,A,376
4b77_A,A,376
4b78_A,A,372
4b7a_A,A,673
4b7a_B,B,674
4b7a_C,C,671
4b7a_D,D,670
4b7d_A,A,393
4b7d_B,B,393
4b7f_A,A,515
4b7f_B,B,514
4b7f_C,C,514
4b7f_D,D,514
4b7g_A,A,513
4b7g_B,B,514
4b7g_C,C,513
4b7g_D,D,514
4b7h_A,A,515
4b7h_B,B,514
4b7h_C,C,514
4b7h_D,D,514
4b7r_A,A,387
4b7r_B,B,387
4b7r_C,C,387
4b7r_D,D,387
4b7s_A,A,397
4b7s_B,B,393
4b7u_A,A,315
4b7u_B,B,304
4b7u_C,C,304
4b7u_D,D,305
4b7v_A,A,412
4b7v_B,B,410
4b91_A,A,474
4b91_B,B,475
4b98_A,A,441
4b98_B,B,440
4b98_C,C,441
4b98_D,D,441
4b9b_A,A,436
4b9b_B,B,435
4b9b_C,C,436
4b9b_D,D,436
4b9b_E,E,435
4b9b_F,F,436
4b9b_G,G,436
4b9b_H,H,436
4b9s_A,A,579
4b9v_A,A,579
4ba4_A,A,427
4ba4_B,B,427
4ba5_A,A,427
4ba5_B,B,427
4bb3_A,A,329
4bb9_A,A,596
4bba_A,A,595
4bbh_A,A,384
4bbh_B,B,384
4bbh_C,C,367
4bbm_A,A,314
4bby_A,A,555
4bby_B,B,543
