header,subrun,orig_id,length,source_path,camsol_ph7,pH
steerCT_ens__camsol_max_w1__s47_n400,camsol_max_w1,s47_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,5.711788,7.00
steerCT_ens__camsol_max_w1__s47_n500,camsol_max_w1,s47_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,-2.634750,7.00
steerCT_ens__camsol_max_w1__s48_n300,camsol_max_w1,s48_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.427351,7.00
steerCT_ens__camsol_max_w1__s48_n400,camsol_max_w1,s48_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.360328,7.00
steerCT_ens__camsol_max_w1__s48_n500,camsol_max_w1,s48_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,0.056837,7.00
steerCT_ens__camsol_max_w1__s49_n300,camsol_max_w1,s49_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,0.291876,7.00
steerCT_ens__camsol_max_w1__s49_n400,camsol_max_w1,s49_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.487900,7.00
steerCT_ens__camsol_max_w1__s49_n500,camsol_max_w1,s49_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.028368,7.00
steerCT_ens__camsol_max_w1__s50_n300,camsol_max_w1,s50_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.088625,7.00
steerCT_ens__camsol_max_w1__s50_n400,camsol_max_w1,s50_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.537779,7.00
steerCT_ens__camsol_max_w1__s50_n500,camsol_max_w1,s50_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.088936,7.00
steerCT_ens__camsol_max_w1__s51_n300,camsol_max_w1,s51_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.712293,7.00
steerCT_ens__camsol_max_w1__s51_n400,camsol_max_w1,s51_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,0.889461,7.00
steerCT_ens__camsol_max_w1__s51_n500,camsol_max_w1,s51_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,-0.426185,7.00
steerCT_ens__camsol_max_w1__s52_n300,camsol_max_w1,s52_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.463684,7.00
steerCT_ens__camsol_max_w1__s52_n400,camsol_max_w1,s52_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.050231,7.00
steerCT_ens__camsol_max_w1__s52_n500,camsol_max_w1,s52_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,3.033193,7.00
steerCT_ens__camsol_max_w1__s53_n300,camsol_max_w1,s53_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.398105,7.00
steerCT_ens__camsol_max_w1__s53_n400,camsol_max_w1,s53_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.982945,7.00
steerCT_ens__camsol_max_w1__s53_n500,camsol_max_w1,s53_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.538022,7.00
steerCT_ens__camsol_max_w1__s54_n300,camsol_max_w1,s54_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,0.020126,7.00
steerCT_ens__camsol_max_w1__s54_n400,camsol_max_w1,s54_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.863421,7.00
steerCT_ens__camsol_max_w1__s54_n500,camsol_max_w1,s54_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,0.377617,7.00
steerCT_ens__camsol_max_w1__s55_n300,camsol_max_w1,s55_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.907638,7.00
steerCT_ens__camsol_max_w1__s55_n400,camsol_max_w1,s55_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.174157,7.00
steerCT_ens__camsol_max_w1__s55_n500,camsol_max_w1,s55_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.980124,7.00
steerCT_ens__camsol_max_w1__s56_n300,camsol_max_w1,s56_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,3.236059,7.00
steerCT_ens__camsol_max_w1__s56_n400,camsol_max_w1,s56_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,0.543463,7.00
steerCT_ens__camsol_max_w1__s56_n500,camsol_max_w1,s56_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.848625,7.00
steerCT_ens__camsol_max_w1__s57_n300,camsol_max_w1,s57_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.923514,7.00
steerCT_ens__camsol_max_w1__s57_n400,camsol_max_w1,s57_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.927704,7.00
steerCT_ens__camsol_max_w1__s57_n500,camsol_max_w1,s57_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,0.832347,7.00
steerCT_ens__camsol_max_w16__s42_n300,camsol_max_w16,s42_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,1.932160,7.00
steerCT_ens__camsol_max_w16__s42_n400,camsol_max_w16,s42_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.885329,7.00
steerCT_ens__camsol_max_w16__s42_n500,camsol_max_w16,s42_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.607050,7.00
steerCT_ens__camsol_max_w16__s43_n300,camsol_max_w16,s43_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,1.776552,7.00
steerCT_ens__camsol_max_w16__s43_n400,camsol_max_w16,s43_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.145527,7.00
steerCT_ens__camsol_max_w16__s43_n500,camsol_max_w16,s43_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,3.461426,7.00
steerCT_ens__camsol_max_w16__s44_n300,camsol_max_w16,s44_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.157264,7.00
steerCT_ens__camsol_max_w16__s44_n400,camsol_max_w16,s44_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,-0.838027,7.00
steerCT_ens__camsol_max_w16__s44_n500,camsol_max_w16,s44_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.612084,7.00
steerCT_ens__camsol_max_w16__s45_n300,camsol_max_w16,s45_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,3.177457,7.00
steerCT_ens__camsol_max_w16__s45_n400,camsol_max_w16,s45_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.744252,7.00
steerCT_ens__camsol_max_w16__s45_n500,camsol_max_w16,s45_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.962229,7.00
steerCT_ens__camsol_max_w16__s46_n300,camsol_max_w16,s46_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.381553,7.00
steerCT_ens__camsol_max_w16__s46_n400,camsol_max_w16,s46_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,0.607576,7.00
steerCT_ens__camsol_max_w16__s46_n500,camsol_max_w16,s46_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,1.420495,7.00
steerCT_ens__camsol_max_w16__s47_n300,camsol_max_w16,s47_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,3.826264,7.00
steerCT_ens__camsol_max_w16__s47_n400,camsol_max_w16,s47_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,5.981507,7.00
steerCT_ens__camsol_max_w16__s47_n500,camsol_max_w16,s47_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,-2.463258,7.00
steerCT_ens__camsol_max_w16__s48_n300,camsol_max_w16,s48_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.970361,7.00
steerCT_ens__camsol_max_w16__s48_n400,camsol_max_w16,s48_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.729761,7.00
steerCT_ens__camsol_max_w16__s48_n500,camsol_max_w16,s48_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,0.501120,7.00
steerCT_ens__camsol_max_w16__s49_n300,camsol_max_w16,s49_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,0.291876,7.00
steerCT_ens__camsol_max_w16__s49_n400,camsol_max_w16,s49_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,1.782293,7.00
steerCT_ens__camsol_max_w16__s49_n500,camsol_max_w16,s49_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,1.248002,7.00
steerCT_ens__camsol_max_w16__s50_n300,camsol_max_w16,s50_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,1.213399,7.00
steerCT_ens__camsol_max_w16__s50_n400,camsol_max_w16,s50_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.676848,7.00
steerCT_ens__camsol_max_w16__s50_n500,camsol_max_w16,s50_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,1.088936,7.00
steerCT_ens__camsol_max_w16__s51_n300,camsol_max_w16,s51_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,3.064508,7.00
steerCT_ens__camsol_max_w16__s51_n400,camsol_max_w16,s51_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,1.273189,7.00
steerCT_ens__camsol_max_w16__s51_n500,camsol_max_w16,s51_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,-0.067747,7.00
steerCT_ens__camsol_max_w16__s52_n300,camsol_max_w16,s52_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.908251,7.00
steerCT_ens__camsol_max_w16__s52_n400,camsol_max_w16,s52_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.433041,7.00
steerCT_ens__camsol_max_w16__s52_n500,camsol_max_w16,s52_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,3.091937,7.00
steerCT_ens__camsol_max_w16__s53_n300,camsol_max_w16,s53_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.821581,7.00
steerCT_ens__camsol_max_w16__s53_n400,camsol_max_w16,s53_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.510873,7.00
steerCT_ens__camsol_max_w16__s53_n500,camsol_max_w16,s53_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.130407,7.00
steerCT_ens__camsol_max_w16__s54_n300,camsol_max_w16,s54_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,0.581984,7.00
steerCT_ens__camsol_max_w16__s54_n400,camsol_max_w16,s54_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.554143,7.00
steerCT_ens__camsol_max_w16__s54_n500,camsol_max_w16,s54_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,0.440605,7.00
steerCT_ens__camsol_max_w16__s55_n300,camsol_max_w16,s55_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.313171,7.00
steerCT_ens__camsol_max_w16__s55_n400,camsol_max_w16,s55_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,1.562105,7.00
steerCT_ens__camsol_max_w16__s55_n500,camsol_max_w16,s55_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.260163,7.00
steerCT_ens__camsol_max_w16__s56_n300,camsol_max_w16,s56_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,3.585781,7.00
steerCT_ens__camsol_max_w16__s56_n400,camsol_max_w16,s56_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,1.102997,7.00
steerCT_ens__camsol_max_w16__s56_n500,camsol_max_w16,s56_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,3.462749,7.00
steerCT_ens__camsol_max_w16__s57_n300,camsol_max_w16,s57_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.635944,7.00
steerCT_ens__camsol_max_w16__s57_n400,camsol_max_w16,s57_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,2.227088,7.00
steerCT_ens__camsol_max_w16__s57_n500,camsol_max_w16,s57_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w16/sequences_guided.fasta,1.297767,7.00
steerCT_ens__camsol_max_w2__s42_n300,camsol_max_w2,s42_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,1.744245,7.00
steerCT_ens__camsol_max_w2__s42_n400,camsol_max_w2,s42_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,2.454814,7.00
steerCT_ens__camsol_max_w2__s42_n500,camsol_max_w2,s42_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,2.261232,7.00
steerCT_ens__camsol_max_w2__s43_n300,camsol_max_w2,s43_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,1.429072,7.00
steerCT_ens__camsol_max_w2__s43_n400,camsol_max_w2,s43_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,1.810334,7.00
steerCT_ens__camsol_max_w2__s43_n500,camsol_max_w2,s43_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,3.062981,7.00
steerCT_ens__camsol_max_w2__s44_n300,camsol_max_w2,s44_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,1.770982,7.00
steerCT_ens__camsol_max_w2__s44_n400,camsol_max_w2,s44_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,-0.838027,7.00
steerCT_ens__camsol_max_w2__s44_n500,camsol_max_w2,s44_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,2.210578,7.00
steerCT_ens__camsol_max_w2__s45_n300,camsol_max_w2,s45_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,2.765933,7.00
steerCT_ens__camsol_max_w2__s45_n400,camsol_max_w2,s45_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,2.576288,7.00
steerCT_ens__camsol_max_w2__s45_n500,camsol_max_w2,s45_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,2.901553,7.00
steerCT_ens__camsol_max_w2__s46_n300,camsol_max_w2,s46_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,2.249269,7.00
steerCT_ens__camsol_max_w2__s46_n400,camsol_max_w2,s46_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,0.568987,7.00
steerCT_ens__camsol_max_w2__s46_n500,camsol_max_w2,s46_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,1.379790,7.00
steerCT_ens__camsol_max_w2__s47_n300,camsol_max_w2,s47_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,3.174292,7.00
steerCT_ens__camsol_max_w2__s47_n400,camsol_max_w2,s47_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,5.711788,7.00
steerCT_ens__camsol_max_w2__s47_n500,camsol_max_w2,s47_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,-2.598071,7.00
steerCT_ens__camsol_max_w2__s48_n300,camsol_max_w2,s48_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,2.514541,7.00
steerCT_ens__camsol_max_w2__s48_n400,camsol_max_w2,s48_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,2.360328,7.00
steerCT_ens__camsol_max_w2__s48_n500,camsol_max_w2,s48_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w2/sequences_guided.fasta,0.076803,7.00
